Pharmacy,Cluster,Metric,Acquisition_Date,Fiscal_Year,Quarter,Date,Value,Value - old v
Delph,Well,NHS Services - Pharmacy First,01 April 2025,FY2026,Q3,Nov-25,0,0
Delph,Well,NHS Services - Pharmacy First,01 April 2025,FY2026,Q3,Dec-25,0,0
Delph,Well,NHS Services - Pharmacy First,01 April 2025,FY2026,Q4,Jan-26,0,0
Delph,Well,NHS Services - Pharmacy First,01 April 2025,FY2026,Q4,Feb-26,0,0
Delph,Well,NHS Services - Pharmacy First,01 April 2025,FY2026,Q4,Mar-26,0,0
Delph,Well,NHS Services - Pharmacy First,01 April 2025,FY2027,Q1,Apr-26,0,0
Delph,Well,NHS Services - Pharmacy First,01 April 2025,FY2027,Q1,May-26,0,0
Delph,Well,NHS Services - Pharmacy First,01 April 2025,FY2027,Q1,Jun-26,0,0
Delph,Well,NHS Services - Pharmacy First,01 April 2025,FY2027,Q2,Jul-26,0,0
Delph,Well,NHS Services - Pharmacy First,01 April 2025,FY2027,Q2,Aug-26,0,0
Delph,Well,NHS Services - Pharmacy First,01 April 2025,FY2027,Q2,Sep-26,0,0
Delph,Well,NHS Services - Pharmacy First,01 April 2025,FY2027,Q3,Oct-26,0,0
Delph,Well,NHS Services - Pharmacy First,01 April 2025,FY2027,Q3,Nov-26,0,0
Delph,Well,NHS Services - Pharmacy First,01 April 2025,FY2027,Q3,Dec-26,0,0
Delph,Well,NHS Services - Pharmacy First,01 April 2025,FY2027,Q4,Jan-27,0,0
Delph,Well,NHS Services - Pharmacy First,01 April 2025,FY2027,Q4,Feb-27,0,0
Delph,Well,NHS Services - Pharmacy First,01 April 2025,FY2027,Q4,Mar-27,0,0
Delph,Well,Blood Pressure + APBM tests,01 April 2025,FY2025,Q1,Apr-24,0,0
Delph,Well,Blood Pressure + APBM tests,01 April 2025,FY2025,Q1,May-24,0,0
Delph,Well,Blood Pressure + APBM tests,01 April 2025,FY2025,Q1,Jun-24,0,0
Delph,Well,Blood Pressure + APBM tests,01 April 2025,FY2025,Q2,Jul-24,0,0
Delph,Well,Blood Pressure + APBM tests,01 April 2025,FY2025,Q2,Aug-24,0,0
Delph,Well,Blood Pressure + APBM tests,01 April 2025,FY2025,Q2,Sep-24,0,0
Delph,Well,Blood Pressure + APBM tests,01 April 2025,FY2025,Q3,Oct-24,0,0
Delph,Well,Blood Pressure + APBM tests,01 April 2025,FY2025,Q3,Nov-24,0,0
Delph,Well,Blood Pressure + APBM tests,01 April 2025,FY2025,Q3,Dec-24,0,0
Delph,Well,Blood Pressure + APBM tests,01 April 2025,FY2025,Q4,Jan-25,0,0
Delph,Well,Blood Pressure + APBM tests,01 April 2025,FY2025,Q4,Feb-25,0,0
Delph,Well,Blood Pressure + APBM tests,01 April 2025,FY2025,Q4,Mar-25,0,0
Delph,Well,Blood Pressure + APBM tests,01 April 2025,FY2026,Q1,Apr-25,0,0
Delph,Well,Blood Pressure + APBM tests,01 April 2025,FY2026,Q1,May-25,0,0
Delph,Well,Blood Pressure + APBM tests,01 April 2025,FY2026,Q1,Jun-25,0,0
Delph,Well,Blood Pressure + APBM tests,01 April 2025,FY2026,Q2,Jul-25,0,0
Delph,Well,Blood Pressure + APBM tests,01 April 2025,FY2026,Q2,Aug-25,0,0
Delph,Well,Blood Pressure + APBM tests,01 April 2025,FY2026,Q2,Sep-25,0,0
Delph,Well,Blood Pressure + APBM tests,01 April 2025,FY2026,Q3,Oct-25,0,0
Delph,Well,Blood Pressure + APBM tests,01 April 2025,FY2026,Q3,Nov-25,0,0
Delph,Well,Blood Pressure + APBM tests,01 April 2025,FY2026,Q3,Dec-25,0,0
Delph,Well,Blood Pressure + APBM tests,01 April 2025,FY2026,Q4,Jan-26,0,0
Delph,Well,Blood Pressure + APBM tests,01 April 2025,FY2026,Q4,Feb-26,0,0
Delph,Well,Blood Pressure + APBM tests,01 April 2025,FY2026,Q4,Mar-26,0,0
Delph,Well,Blood Pressure + APBM tests,01 April 2025,FY2027,Q1,Apr-26,0,0
Delph,Well,Blood Pressure + APBM tests,01 April 2025,FY2027,Q1,May-26,0,0
Delph,Well,Blood Pressure + APBM tests,01 April 2025,FY2027,Q1,Jun-26,0,0
Delph,Well,Blood Pressure + APBM tests,01 April 2025,FY2027,Q2,Jul-26,0,0
Delph,Well,Blood Pressure + APBM tests,01 April 2025,FY2027,Q2,Aug-26,0,0
Delph,Well,Blood Pressure + APBM tests,01 April 2025,FY2027,Q2,Sep-26,0,0
Delph,Well,Blood Pressure + APBM tests,01 April 2025,FY2027,Q3,Oct-26,0,0
Delph,Well,Blood Pressure + APBM tests,01 April 2025,FY2027,Q3,Nov-26,0,0
Delph,Well,Blood Pressure + APBM tests,01 April 2025,FY2027,Q3,Dec-26,0,0
Delph,Well,Blood Pressure + APBM tests,01 April 2025,FY2027,Q4,Jan-27,0,0
Delph,Well,Blood Pressure + APBM tests,01 April 2025,FY2027,Q4,Feb-27,0,0
Delph,Well,Blood Pressure + APBM tests,01 April 2025,FY2027,Q4,Mar-27,0,0
Delph,Well,NMS Services,01 April 2025,FY2025,Q1,Apr-24,0,0
Delph,Well,NMS Services,01 April 2025,FY2025,Q1,May-24,0,0
Delph,Well,NMS Services,01 April 2025,FY2025,Q1,Jun-24,0,0
Delph,Well,NMS Services,01 April 2025,FY2025,Q2,Jul-24,0,0
Delph,Well,NMS Services,01 April 2025,FY2025,Q2,Aug-24,0,0
Delph,Well,NMS Services,01 April 2025,FY2025,Q2,Sep-24,0,0
Delph,Well,NMS Services,01 April 2025,FY2025,Q3,Oct-24,0,0
Delph,Well,NMS Services,01 April 2025,FY2025,Q3,Nov-24,0,0
Delph,Well,NMS Services,01 April 2025,FY2025,Q3,Dec-24,0,0
Delph,Well,NMS Services,01 April 2025,FY2025,Q4,Jan-25,0,0
Delph,Well,NMS Services,01 April 2025,FY2025,Q4,Feb-25,0,0
Delph,Well,NMS Services,01 April 2025,FY2025,Q4,Mar-25,0,0
Delph,Well,NMS Services,01 April 2025,FY2026,Q1,Apr-25,0,0
Delph,Well,NMS Services,01 April 2025,FY2026,Q1,May-25,0,0
Delph,Well,NMS Services,01 April 2025,FY2026,Q1,Jun-25,0,0
Delph,Well,NMS Services,01 April 2025,FY2026,Q2,Jul-25,0,0
Delph,Well,NMS Services,01 April 2025,FY2026,Q2,Aug-25,0,0
Delph,Well,NMS Services,01 April 2025,FY2026,Q2,Sep-25,0,0
Delph,Well,NMS Services,01 April 2025,FY2026,Q3,Oct-25,0,0
Delph,Well,NMS Services,01 April 2025,FY2026,Q3,Nov-25,0,0
Delph,Well,NMS Services,01 April 2025,FY2026,Q3,Dec-25,0,0
Delph,Well,NMS Services,01 April 2025,FY2026,Q4,Jan-26,0,0
Delph,Well,NMS Services,01 April 2025,FY2026,Q4,Feb-26,0,0
Delph,Well,NMS Services,01 April 2025,FY2026,Q4,Mar-26,0,0
Delph,Well,NMS Services,01 April 2025,FY2027,Q1,Apr-26,0,0
Delph,Well,NMS Services,01 April 2025,FY2027,Q1,May-26,0,0
Delph,Well,NMS Services,01 April 2025,FY2027,Q1,Jun-26,0,0
Delph,Well,NMS Services,01 April 2025,FY2027,Q2,Jul-26,0,0
Delph,Well,NMS Services,01 April 2025,FY2027,Q2,Aug-26,0,0
Delph,Well,NMS Services,01 April 2025,FY2027,Q2,Sep-26,0,0
Delph,Well,NMS Services,01 April 2025,FY2027,Q3,Oct-26,0,0
Delph,Well,NMS Services,01 April 2025,FY2027,Q3,Nov-26,0,0
Delph,Well,NMS Services,01 April 2025,FY2027,Q3,Dec-26,0,0
Delph,Well,NMS Services,01 April 2025,FY2027,Q4,Jan-27,0,0
Delph,Well,NMS Services,01 April 2025,FY2027,Q4,Feb-27,0,0
Delph,Well,NMS Services,01 April 2025,FY2027,Q4,Mar-27,0,0
Delph,Well,Total Revenue,01 April 2025,FY2025,Q1,Apr-24,0,0
Delph,Well,Total Revenue,01 April 2025,FY2025,Q1,May-24,0,0
Delph,Well,Total Revenue,01 April 2025,FY2025,Q1,Jun-24,0,0
Delph,Well,Total Revenue,01 April 2025,FY2025,Q2,Jul-24,0,0
Delph,Well,Total Revenue,01 April 2025,FY2025,Q2,Aug-24,0,0
Delph,Well,Total Revenue,01 April 2025,FY2025,Q2,Sep-24,0,0
Delph,Well,Total Revenue,01 April 2025,FY2025,Q3,Oct-24,0,0
Delph,Well,Total Revenue,01 April 2025,FY2025,Q3,Nov-24,0,0
Delph,Well,Total Revenue,01 April 2025,FY2025,Q3,Dec-24,0,0
Delph,Well,Total Revenue,01 April 2025,FY2025,Q4,Jan-25,0,0
Delph,Well,Total Revenue,01 April 2025,FY2025,Q4,Feb-25,0,0
Delph,Well,Total Revenue,01 April 2025,FY2025,Q4,Mar-25,902.93,902.93
Delph,Well,Total Revenue,01 April 2025,FY2026,Q1,Apr-25,31728.27,31728.27
Delph,Well,Total Revenue,01 April 2025,FY2026,Q1,May-25,23479.64,23479.64
Delph,Well,Total Revenue,01 April 2025,FY2026,Q1,Jun-25,0,0
Delph,Well,Total Revenue,01 April 2025,FY2026,Q2,Jul-25,0,0
Delph,Well,Total Revenue,01 April 2025,FY2026,Q2,Aug-25,0,0
Delph,Well,Total Revenue,01 April 2025,FY2026,Q2,Sep-25,0,0
Delph,Well,Total Revenue,01 April 2025,FY2026,Q3,Oct-25,0,0
Delph,Well,Total Revenue,01 April 2025,FY2026,Q3,Nov-25,0,0
Delph,Well,Total Revenue,01 April 2025,FY2026,Q3,Dec-25,0,0
Delph,Well,Total Revenue,01 April 2025,FY2026,Q4,Jan-26,0,0
Delph,Well,Total Revenue,01 April 2025,FY2026,Q4,Feb-26,0,0
Delph,Well,Total Revenue,01 April 2025,FY2026,Q4,Mar-26,0,0
Delph,Well,Total Revenue,01 April 2025,FY2027,Q1,Apr-26,0,0
Delph,Well,Total Revenue,01 April 2025,FY2027,Q1,May-26,0,0
Delph,Well,Total Revenue,01 April 2025,FY2027,Q1,Jun-26,0,0
Delph,Well,Total Revenue,01 April 2025,FY2027,Q2,Jul-26,0,0
Delph,Well,Total Revenue,01 April 2025,FY2027,Q2,Aug-26,0,0
Delph,Well,Total Revenue,01 April 2025,FY2027,Q2,Sep-26,0,0
Delph,Well,Total Revenue,01 April 2025,FY2027,Q3,Oct-26,0,0
Delph,Well,Total Revenue,01 April 2025,FY2027,Q3,Nov-26,0,0
Delph,Well,Total Revenue,01 April 2025,FY2027,Q3,Dec-26,0,0
Delph,Well,Total Revenue,01 April 2025,FY2027,Q4,Jan-27,0,0
Delph,Well,Total Revenue,01 April 2025,FY2027,Q4,Feb-27,0,0
Delph,Well,Total Revenue,01 April 2025,FY2027,Q4,Mar-27,0,0
Delph,Well,Services Revenue,01 April 2025,FY2025,Q1,Apr-24,0,0
Delph,Well,Services Revenue,01 April 2025,FY2025,Q1,May-24,0,0
Delph,Well,Services Revenue,01 April 2025,FY2025,Q1,Jun-24,0,0
Delph,Well,Services Revenue,01 April 2025,FY2025,Q2,Jul-24,0,0
Delph,Well,Services Revenue,01 April 2025,FY2025,Q2,Aug-24,0,0
Delph,Well,Services Revenue,01 April 2025,FY2025,Q2,Sep-24,0,0
Delph,Well,Services Revenue,01 April 2025,FY2025,Q3,Oct-24,0,0
Delph,Well,Services Revenue,01 April 2025,FY2025,Q3,Nov-24,0,0
Delph,Well,Services Revenue,01 April 2025,FY2025,Q3,Dec-24,0,0
Delph,Well,Services Revenue,01 April 2025,FY2025,Q4,Jan-25,0,0
Delph,Well,Services Revenue,01 April 2025,FY2025,Q4,Feb-25,0,0
Delph,Well,Services Revenue,01 April 2025,FY2025,Q4,Mar-25,0,0
Delph,Well,Services Revenue,01 April 2025,FY2026,Q1,Apr-25,2156.25,2156.25
Delph,Well,Services Revenue,01 April 2025,FY2026,Q1,May-25,0,0
Delph,Well,Services Revenue,01 April 2025,FY2026,Q1,Jun-25,0,0
Delph,Well,Services Revenue,01 April 2025,FY2026,Q2,Jul-25,0,0
Delph,Well,Services Revenue,01 April 2025,FY2026,Q2,Aug-25,0,0
Delph,Well,Services Revenue,01 April 2025,FY2026,Q2,Sep-25,0,0
Delph,Well,Services Revenue,01 April 2025,FY2026,Q3,Oct-25,0,0
Delph,Well,Services Revenue,01 April 2025,FY2026,Q3,Nov-25,0,0
Delph,Well,Services Revenue,01 April 2025,FY2026,Q3,Dec-25,0,0
Delph,Well,Services Revenue,01 April 2025,FY2026,Q4,Jan-26,0,0
Delph,Well,Services Revenue,01 April 2025,FY2026,Q4,Feb-26,0,0
Delph,Well,Services Revenue,01 April 2025,FY2026,Q4,Mar-26,0,0
Delph,Well,Services Revenue,01 April 2025,FY2027,Q1,Apr-26,0,0
Delph,Well,Services Revenue,01 April 2025,FY2027,Q1,May-26,0,0
Delph,Well,Services Revenue,01 April 2025,FY2027,Q1,Jun-26,0,0
Delph,Well,Services Revenue,01 April 2025,FY2027,Q2,Jul-26,0,0
Delph,Well,Services Revenue,01 April 2025,FY2027,Q2,Aug-26,0,0
Delph,Well,Services Revenue,01 April 2025,FY2027,Q2,Sep-26,0,0
Delph,Well,Services Revenue,01 April 2025,FY2027,Q3,Oct-26,0,0
Delph,Well,Services Revenue,01 April 2025,FY2027,Q3,Nov-26,0,0
Delph,Well,Services Revenue,01 April 2025,FY2027,Q3,Dec-26,0,0
Delph,Well,Services Revenue,01 April 2025,FY2027,Q4,Jan-27,0,0
Delph,Well,Services Revenue,01 April 2025,FY2027,Q4,Feb-27,0,0
Delph,Well,Services Revenue,01 April 2025,FY2027,Q4,Mar-27,0,0
Delph,Well,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 April 2025,FY2025,Q1,Apr-24,0,0
Delph,Well,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 April 2025,FY2025,Q1,May-24,0,0
Delph,Well,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 April 2025,FY2025,Q1,Jun-24,0,0
Delph,Well,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 April 2025,FY2025,Q2,Jul-24,0,0
Delph,Well,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 April 2025,FY2025,Q2,Aug-24,0,0
Delph,Well,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 April 2025,FY2025,Q2,Sep-24,0,0
Delph,Well,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 April 2025,FY2025,Q3,Oct-24,0,0
Delph,Well,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 April 2025,FY2025,Q3,Nov-24,0,0
Delph,Well,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 April 2025,FY2025,Q3,Dec-24,0,0
Delph,Well,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 April 2025,FY2025,Q4,Jan-25,0,0
Delph,Well,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 April 2025,FY2025,Q4,Feb-25,0,0
Delph,Well,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 April 2025,FY2025,Q4,Mar-25,0,0
Delph,Well,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 April 2025,FY2026,Q1,Apr-25,0,0
Delph,Well,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 April 2025,FY2026,Q1,May-25,0,0
Delph,Well,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 April 2025,FY2026,Q1,Jun-25,0,0
Delph,Well,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 April 2025,FY2026,Q2,Jul-25,0,0
Delph,Well,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 April 2025,FY2026,Q2,Aug-25,0,0
Delph,Well,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 April 2025,FY2026,Q2,Sep-25,0,0
Delph,Well,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 April 2025,FY2026,Q3,Oct-25,0,0
Delph,Well,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 April 2025,FY2026,Q3,Nov-25,0,0
Delph,Well,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 April 2025,FY2026,Q3,Dec-25,0,0
Delph,Well,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 April 2025,FY2026,Q4,Jan-26,0,0
Delph,Well,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 April 2025,FY2026,Q4,Feb-26,0,0
Delph,Well,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 April 2025,FY2026,Q4,Mar-26,0,0
Delph,Well,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 April 2025,FY2027,Q1,Apr-26,0,0
Delph,Well,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 April 2025,FY2027,Q1,May-26,0,0
Delph,Well,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 April 2025,FY2027,Q1,Jun-26,0,0
Delph,Well,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 April 2025,FY2027,Q2,Jul-26,0,0
Delph,Well,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 April 2025,FY2027,Q2,Aug-26,0,0
Delph,Well,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 April 2025,FY2027,Q2,Sep-26,0,0
Delph,Well,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 April 2025,FY2027,Q3,Oct-26,0,0
Delph,Well,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 April 2025,FY2027,Q3,Nov-26,0,0
Delph,Well,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 April 2025,FY2027,Q3,Dec-26,0,0
Delph,Well,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 April 2025,FY2027,Q4,Jan-27,0,0
Delph,Well,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 April 2025,FY2027,Q4,Feb-27,0,0
Delph,Well,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 April 2025,FY2027,Q4,Mar-27,0,0
Delph,Well,Gross Profit £,01 April 2025,FY2025,Q1,Apr-24,0,0
Delph,Well,Gross Profit £,01 April 2025,FY2025,Q1,May-24,0,0
Delph,Well,Gross Profit £,01 April 2025,FY2025,Q1,Jun-24,0,0
Delph,Well,Gross Profit £,01 April 2025,FY2025,Q2,Jul-24,0,0
Delph,Well,Gross Profit £,01 April 2025,FY2025,Q2,Aug-24,0,0
Delph,Well,Gross Profit £,01 April 2025,FY2025,Q2,Sep-24,0,0
Delph,Well,Gross Profit £,01 April 2025,FY2025,Q3,Oct-24,0,0
Delph,Well,Gross Profit £,01 April 2025,FY2025,Q3,Nov-24,0,0
Delph,Well,Gross Profit £,01 April 2025,FY2025,Q3,Dec-24,0,0
Delph,Well,Gross Profit £,01 April 2025,FY2025,Q4,Jan-25,0,0
Delph,Well,Gross Profit £,01 April 2025,FY2025,Q4,Feb-25,0,0
Delph,Well,Gross Profit £,01 April 2025,FY2025,Q4,Mar-25,-3976.92,-3976.92
Delph,Well,Gross Profit £,01 April 2025,FY2026,Q1,Apr-25,6199.34,6199.34
Delph,Well,Gross Profit £,01 April 2025,FY2026,Q1,May-25,-205.17,-205.17
Delph,Well,Gross Profit £,01 April 2025,FY2026,Q1,Jun-25,0,0
Delph,Well,Gross Profit £,01 April 2025,FY2026,Q2,Jul-25,0,0
Delph,Well,Gross Profit £,01 April 2025,FY2026,Q2,Aug-25,0,0
Delph,Well,Gross Profit £,01 April 2025,FY2026,Q2,Sep-25,0,0
Delph,Well,Gross Profit £,01 April 2025,FY2026,Q3,Oct-25,0,0
Delph,Well,Gross Profit £,01 April 2025,FY2026,Q3,Nov-25,0,0
Delph,Well,Gross Profit £,01 April 2025,FY2026,Q3,Dec-25,0,0
Delph,Well,Gross Profit £,01 April 2025,FY2026,Q4,Jan-26,0,0
Delph,Well,Gross Profit £,01 April 2025,FY2026,Q4,Feb-26,0,0
Delph,Well,Gross Profit £,01 April 2025,FY2026,Q4,Mar-26,0,0
Delph,Well,Gross Profit £,01 April 2025,FY2027,Q1,Apr-26,0,0
Delph,Well,Gross Profit £,01 April 2025,FY2027,Q1,May-26,0,0
Delph,Well,Gross Profit £,01 April 2025,FY2027,Q1,Jun-26,0,0
Delph,Well,Gross Profit £,01 April 2025,FY2027,Q2,Jul-26,0,0
Delph,Well,Gross Profit £,01 April 2025,FY2027,Q2,Aug-26,0,0
Delph,Well,Gross Profit £,01 April 2025,FY2027,Q2,Sep-26,0,0
Delph,Well,Gross Profit £,01 April 2025,FY2027,Q3,Oct-26,0,0
Delph,Well,Gross Profit £,01 April 2025,FY2027,Q3,Nov-26,0,0
Delph,Well,Gross Profit £,01 April 2025,FY2027,Q3,Dec-26,0,0
Delph,Well,Gross Profit £,01 April 2025,FY2027,Q4,Jan-27,0,0
Delph,Well,Gross Profit £,01 April 2025,FY2027,Q4,Feb-27,0,0
Delph,Well,Gross Profit £,01 April 2025,FY2027,Q4,Mar-27,0,0
Delph,Well,EBITDA £,01 April 2025,FY2025,Q1,Apr-24,0,0
Delph,Well,EBITDA £,01 April 2025,FY2025,Q1,May-24,0,0
Delph,Well,EBITDA £,01 April 2025,FY2025,Q1,Jun-24,0,0
Delph,Well,EBITDA £,01 April 2025,FY2025,Q2,Jul-24,0,0
Delph,Well,EBITDA £,01 April 2025,FY2025,Q2,Aug-24,0,0
Delph,Well,EBITDA £,01 April 2025,FY2025,Q2,Sep-24,0,0
Delph,Well,EBITDA £,01 April 2025,FY2025,Q3,Oct-24,0,0
Delph,Well,EBITDA £,01 April 2025,FY2025,Q3,Nov-24,0,0
Delph,Well,EBITDA £,01 April 2025,FY2025,Q3,Dec-24,0,0
Delph,Well,EBITDA £,01 April 2025,FY2025,Q4,Jan-25,0,0
Delph,Well,EBITDA £,01 April 2025,FY2025,Q4,Feb-25,0,0
Delph,Well,EBITDA £,01 April 2025,FY2025,Q4,Mar-25,-5908.46,-5908.46
Delph,Well,EBITDA £,01 April 2025,FY2026,Q1,Apr-25,-6313.46,-6313.46
Delph,Well,EBITDA £,01 April 2025,FY2026,Q1,May-25,-10269.65,-10269.65
Delph,Well,EBITDA £,01 April 2025,FY2026,Q1,Jun-25,0,0
Delph,Well,EBITDA £,01 April 2025,FY2026,Q2,Jul-25,0,0
Delph,Well,EBITDA £,01 April 2025,FY2026,Q2,Aug-25,0,0
Delph,Well,EBITDA £,01 April 2025,FY2026,Q2,Sep-25,0,0
Delph,Well,EBITDA £,01 April 2025,FY2026,Q3,Oct-25,0,0
Delph,Well,EBITDA £,01 April 2025,FY2026,Q3,Nov-25,0,0
Delph,Well,EBITDA £,01 April 2025,FY2026,Q3,Dec-25,0,0
Delph,Well,EBITDA £,01 April 2025,FY2026,Q4,Jan-26,0,0
Delph,Well,EBITDA £,01 April 2025,FY2026,Q4,Feb-26,0,0
Delph,Well,EBITDA £,01 April 2025,FY2026,Q4,Mar-26,0,0
Delph,Well,EBITDA £,01 April 2025,FY2027,Q1,Apr-26,0,0
Delph,Well,EBITDA £,01 April 2025,FY2027,Q1,May-26,0,0
Delph,Well,EBITDA £,01 April 2025,FY2027,Q1,Jun-26,0,0
Delph,Well,EBITDA £,01 April 2025,FY2027,Q2,Jul-26,0,0
Delph,Well,EBITDA £,01 April 2025,FY2027,Q2,Aug-26,0,0
Delph,Well,EBITDA £,01 April 2025,FY2027,Q2,Sep-26,0,0
Delph,Well,EBITDA £,01 April 2025,FY2027,Q3,Oct-26,0,0
Delph,Well,EBITDA £,01 April 2025,FY2027,Q3,Nov-26,0,0
Delph,Well,EBITDA £,01 April 2025,FY2027,Q3,Dec-26,0,0
Delph,Well,EBITDA £,01 April 2025,FY2027,Q4,Jan-27,0,0
Delph,Well,EBITDA £,01 April 2025,FY2027,Q4,Feb-27,0,0
Delph,Well,EBITDA £,01 April 2025,FY2027,Q4,Mar-27,0,0
Woodseats,Well,Dispensing Item numbers,01 May 2025,FY2025,Q1,Apr-24,0,0
Woodseats,Well,Dispensing Item numbers,01 May 2025,FY2025,Q1,May-24,0,0
Woodseats,Well,Dispensing Item numbers,01 May 2025,FY2025,Q1,Jun-24,0,0
Woodseats,Well,Dispensing Item numbers,01 May 2025,FY2025,Q2,Jul-24,0,0
Woodseats,Well,Dispensing Item numbers,01 May 2025,FY2025,Q2,Aug-24,0,0
Woodseats,Well,Dispensing Item numbers,01 May 2025,FY2025,Q2,Sep-24,0,0
Woodseats,Well,Dispensing Item numbers,01 May 2025,FY2025,Q3,Oct-24,0,0
Woodseats,Well,Dispensing Item numbers,01 May 2025,FY2025,Q3,Nov-24,0,0
Woodseats,Well,Dispensing Item numbers,01 May 2025,FY2025,Q3,Dec-24,0,0
Woodseats,Well,Dispensing Item numbers,01 May 2025,FY2025,Q4,Jan-25,0,0
Woodseats,Well,Dispensing Item numbers,01 May 2025,FY2025,Q4,Feb-25,0,0
Woodseats,Well,Dispensing Item numbers,01 May 2025,FY2025,Q4,Mar-25,0,0
Woodseats,Well,Dispensing Item numbers,01 May 2025,FY2026,Q1,Apr-25,2996,2996
Woodseats,Well,Dispensing Item numbers,01 May 2025,FY2026,Q1,May-25,5268,5268
Woodseats,Well,Dispensing Item numbers,01 May 2025,FY2026,Q1,Jun-25,0,0
Woodseats,Well,Dispensing Item numbers,01 May 2025,FY2026,Q2,Jul-25,0,0
Woodseats,Well,Dispensing Item numbers,01 May 2025,FY2026,Q2,Aug-25,0,0
Woodseats,Well,Dispensing Item numbers,01 May 2025,FY2026,Q2,Sep-25,0,0
Woodseats,Well,Dispensing Item numbers,01 May 2025,FY2026,Q3,Oct-25,0,0
Woodseats,Well,Dispensing Item numbers,01 May 2025,FY2026,Q3,Nov-25,0,0
Woodseats,Well,Dispensing Item numbers,01 May 2025,FY2026,Q3,Dec-25,0,0
Woodseats,Well,Dispensing Item numbers,01 May 2025,FY2026,Q4,Jan-26,0,0
Woodseats,Well,Dispensing Item numbers,01 May 2025,FY2026,Q4,Feb-26,0,0
Woodseats,Well,Dispensing Item numbers,01 May 2025,FY2026,Q4,Mar-26,0,0
Woodseats,Well,Dispensing Item numbers,01 May 2025,FY2027,Q1,Apr-26,0,0
Woodseats,Well,Dispensing Item numbers,01 May 2025,FY2027,Q1,May-26,0,0
Woodseats,Well,Dispensing Item numbers,01 May 2025,FY2027,Q1,Jun-26,0,0
Woodseats,Well,Dispensing Item numbers,01 May 2025,FY2027,Q2,Jul-26,0,0
Woodseats,Well,Dispensing Item numbers,01 May 2025,FY2027,Q2,Aug-26,0,0
Woodseats,Well,Dispensing Item numbers,01 May 2025,FY2027,Q2,Sep-26,0,0
Woodseats,Well,Dispensing Item numbers,01 May 2025,FY2027,Q3,Oct-26,0,0
Woodseats,Well,Dispensing Item numbers,01 May 2025,FY2027,Q3,Nov-26,0,0
Woodseats,Well,Dispensing Item numbers,01 May 2025,FY2027,Q3,Dec-26,0,0
Woodseats,Well,Dispensing Item numbers,01 May 2025,FY2027,Q4,Jan-27,0,0
Woodseats,Well,Dispensing Item numbers,01 May 2025,FY2027,Q4,Feb-27,0,0
Woodseats,Well,Dispensing Item numbers,01 May 2025,FY2027,Q4,Mar-27,0,0
Woodseats,Well,NHS Services - Pharmacy First,01 May 2025,FY2025,Q1,Apr-24,0,0
Woodseats,Well,NHS Services - Pharmacy First,01 May 2025,FY2025,Q1,May-24,0,0
